,Disease,Symptom_1,Symptom_2,Symptom_3
2975,Hepatitis E, joint_pain, vomiting, fatigue
2976,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
2977,Tuberculosis, chills, vomiting, fatigue
2978,Common Cold, continuous_sneezing, chills, fatigue
2979,Pneumonia, chills, fatigue, cough
2980,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
2981,Heart attack, vomiting, breathlessness, sweating
2982,Varicose veins, fatigue, cramps, bruising
2983,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
2984,Hyperthyroidism, fatigue, mood_swings, weight_loss
2985,Hypoglycemia, vomiting, fatigue, anxiety
2986,Osteoarthristis, joint_pain, neck_pain, knee_pain
2987,Arthritis, muscle_weakness, stiff_neck, swelling_joints
2988,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
2989,Acne, skin_rash, pus_filled_pimples, blackheads
2990,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
2991,Psoriasis, skin_rash, joint_pain, skin_peeling
2992,Impetigo, skin_rash, high_fever, blister
2993,Fungal infection,itching, skin_rash, nodal_skin_eruptions
2994,Allergy, continuous_sneezing, shivering, chills
2995,GERD, stomach_pain, acidity, ulcers_on_tongue
2996,Chronic cholestasis,itching, vomiting, yellowish_skin
2997,Drug Reaction,itching, skin_rash, stomach_pain
2998,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
2999,AIDS, muscle_wasting, patches_in_throat, high_fever
3000,Diabetes , fatigue, weight_loss, restlessness
3001,Gastroenteritis, vomiting, sunken_eyes, dehydration
3002,Bronchial Asthma, fatigue, cough, high_fever
3003,Hypertension , headache, chest_pain, dizziness
3004,Migraine, acidity, indigestion, headache
3005,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
3006,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
3007,Jaundice,itching, vomiting, fatigue
3008,Malaria, chills, vomiting, high_fever
3009,Chicken pox,itching, skin_rash, fatigue
3010,Dengue, skin_rash, chills, joint_pain
3011,Typhoid, chills, vomiting, fatigue
3012,hepatitis A, joint_pain, vomiting, yellowish_skin
3013,Hepatitis B,itching, fatigue, lethargy
3014,Hepatitis C, fatigue, yellowish_skin, nausea
3015,Hepatitis D, joint_pain, vomiting, fatigue
3016,Hepatitis E, joint_pain, vomiting, fatigue
3017,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
3018,Tuberculosis, chills, vomiting, fatigue
3019,Common Cold, continuous_sneezing, chills, fatigue
3020,Pneumonia, chills, fatigue, cough
3021,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
3022,Heart attack, vomiting, breathlessness, sweating
3023,Varicose veins, fatigue, cramps, bruising
3024,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
3025,Hyperthyroidism, fatigue, mood_swings, weight_loss
3026,Hypoglycemia, vomiting, fatigue, anxiety
3027,Osteoarthristis, joint_pain, neck_pain, knee_pain
3028,Arthritis, muscle_weakness, stiff_neck, swelling_joints
3029,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
3030,Acne, skin_rash, pus_filled_pimples, blackheads
3031,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
3032,Psoriasis, skin_rash, joint_pain, skin_peeling
3033,Impetigo, skin_rash, high_fever, blister
3034,Fungal infection,itching, skin_rash, nodal_skin_eruptions
3035,Allergy, continuous_sneezing, shivering, chills
3036,GERD, stomach_pain, acidity, ulcers_on_tongue
3037,Chronic cholestasis,itching, vomiting, yellowish_skin
3038,Drug Reaction,itching, skin_rash, stomach_pain
3039,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
3040,AIDS, muscle_wasting, patches_in_throat, high_fever
3041,Diabetes , fatigue, weight_loss, restlessness
3042,Gastroenteritis, vomiting, sunken_eyes, dehydration
3043,Bronchial Asthma, fatigue, cough, high_fever
3044,Hypertension , headache, chest_pain, dizziness
3045,Migraine, acidity, indigestion, headache
3046,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
3047,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
3048,Jaundice,itching, vomiting, fatigue
3049,Malaria, chills, vomiting, high_fever
3050,Chicken pox,itching, skin_rash, fatigue
3051,Dengue, skin_rash, chills, joint_pain
3052,Typhoid, chills, vomiting, fatigue
3053,hepatitis A, joint_pain, vomiting, yellowish_skin
3054,Hepatitis B,itching, fatigue, lethargy
3055,Hepatitis C, fatigue, yellowish_skin, nausea
3056,Hepatitis D, joint_pain, vomiting, fatigue
3057,Hepatitis E, joint_pain, vomiting, fatigue
3058,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
3059,Tuberculosis, chills, vomiting, fatigue
3060,Common Cold, continuous_sneezing, chills, fatigue
3061,Pneumonia, chills, fatigue, cough
3062,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
3063,Heart attack, vomiting, breathlessness, sweating
3064,Varicose veins, fatigue, cramps, bruising
3065,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
3066,Hyperthyroidism, fatigue, mood_swings, weight_loss
3067,Hypoglycemia, vomiting, fatigue, anxiety
3068,Osteoarthristis, joint_pain, neck_pain, knee_pain
3069,Arthritis, muscle_weakness, stiff_neck, swelling_joints
3070,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
3071,Acne, skin_rash, pus_filled_pimples, blackheads
3072,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
3073,Psoriasis, skin_rash, joint_pain, skin_peeling
3074,Impetigo, skin_rash, high_fever, blister
3075,Fungal infection,itching, skin_rash, nodal_skin_eruptions
3076,Allergy, continuous_sneezing, shivering, chills
3077,GERD, stomach_pain, acidity, ulcers_on_tongue
3078,Chronic cholestasis,itching, vomiting, yellowish_skin
3079,Drug Reaction,itching, skin_rash, stomach_pain
3080,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
3081,AIDS, muscle_wasting, patches_in_throat, high_fever
3082,Diabetes , fatigue, weight_loss, restlessness
3083,Gastroenteritis, vomiting, sunken_eyes, dehydration
3084,Bronchial Asthma, fatigue, cough, high_fever
3085,Hypertension , headache, chest_pain, dizziness
3086,Migraine, acidity, indigestion, headache
3087,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
3088,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
3089,Jaundice,itching, vomiting, fatigue
3090,Malaria, chills, vomiting, high_fever
3091,Chicken pox,itching, skin_rash, fatigue
3092,Dengue, skin_rash, chills, joint_pain
3093,Typhoid, chills, vomiting, fatigue
3094,hepatitis A, joint_pain, vomiting, yellowish_skin
3095,Hepatitis B,itching, fatigue, lethargy
3096,Hepatitis C, fatigue, yellowish_skin, nausea
3097,Hepatitis D, joint_pain, vomiting, fatigue
3098,Hepatitis E, joint_pain, vomiting, fatigue
3099,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
3100,Tuberculosis, chills, vomiting, fatigue
3101,Common Cold, continuous_sneezing, chills, fatigue
3102,Pneumonia, chills, fatigue, cough
3103,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
3104,Heart attack, vomiting, breathlessness, sweating
3105,Varicose veins, fatigue, cramps, bruising
3106,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
3107,Hyperthyroidism, fatigue, mood_swings, weight_loss
3108,Hypoglycemia, vomiting, fatigue, anxiety
3109,Osteoarthristis, joint_pain, neck_pain, knee_pain
3110,Arthritis, muscle_weakness, stiff_neck, swelling_joints
3111,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
3112,Acne, skin_rash, pus_filled_pimples, blackheads
3113,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
3114,Psoriasis, skin_rash, joint_pain, skin_peeling
3115,Impetigo, skin_rash, high_fever, blister
3116,Fungal infection,itching, skin_rash, nodal_skin_eruptions
3117,Allergy, continuous_sneezing, shivering, chills
3118,GERD, stomach_pain, acidity, ulcers_on_tongue
3119,Chronic cholestasis,itching, vomiting, yellowish_skin
3120,Drug Reaction,itching, skin_rash, stomach_pain
3121,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
3122,AIDS, muscle_wasting, patches_in_throat, high_fever
3123,Diabetes , fatigue, weight_loss, restlessness
3124,Gastroenteritis, vomiting, sunken_eyes, dehydration
3125,Bronchial Asthma, fatigue, cough, high_fever
3126,Hypertension , headache, chest_pain, dizziness
3127,Migraine, acidity, indigestion, headache
3128,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
3129,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
3130,Jaundice,itching, vomiting, fatigue
3131,Malaria, chills, vomiting, high_fever
3132,Chicken pox,itching, skin_rash, fatigue
3133,Dengue, skin_rash, chills, joint_pain
3134,Typhoid, chills, vomiting, fatigue
3135,hepatitis A, joint_pain, vomiting, yellowish_skin
3136,Hepatitis B,itching, fatigue, lethargy
3137,Hepatitis C, fatigue, yellowish_skin, nausea
3138,Hepatitis D, joint_pain, vomiting, fatigue
3139,Hepatitis E, joint_pain, vomiting, fatigue
3140,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
3141,Tuberculosis, chills, vomiting, fatigue
3142,Common Cold, continuous_sneezing, chills, fatigue
3143,Pneumonia, chills, fatigue, cough
3144,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
3145,Heart attack, vomiting, breathlessness, sweating
3146,Varicose veins, fatigue, cramps, bruising
3147,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
3148,Hyperthyroidism, fatigue, mood_swings, weight_loss
3149,Hypoglycemia, vomiting, fatigue, anxiety
3150,Osteoarthristis, joint_pain, neck_pain, knee_pain
3151,Arthritis, muscle_weakness, stiff_neck, swelling_joints
3152,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
3153,Acne, skin_rash, pus_filled_pimples, blackheads
3154,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
3155,Psoriasis, skin_rash, joint_pain, skin_peeling
3156,Impetigo, skin_rash, high_fever, blister
3157,Fungal infection,itching, skin_rash, nodal_skin_eruptions
3158,Allergy, continuous_sneezing, shivering, chills
3159,GERD, stomach_pain, acidity, ulcers_on_tongue
3160,Chronic cholestasis,itching, vomiting, yellowish_skin
3161,Drug Reaction,itching, skin_rash, stomach_pain
3162,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
3163,AIDS, muscle_wasting, patches_in_throat, high_fever
3164,Diabetes , fatigue, weight_loss, restlessness
3165,Gastroenteritis, vomiting, sunken_eyes, dehydration
3166,Bronchial Asthma, fatigue, cough, high_fever
3167,Hypertension , headache, chest_pain, dizziness
3168,Migraine, acidity, indigestion, headache
3169,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
3170,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
3171,Jaundice,itching, vomiting, fatigue
3172,Malaria, chills, vomiting, high_fever
3173,Chicken pox,itching, skin_rash, fatigue
3174,Dengue, skin_rash, chills, joint_pain
3175,Typhoid, chills, vomiting, fatigue
3176,hepatitis A, joint_pain, vomiting, yellowish_skin
3177,Hepatitis B,itching, fatigue, lethargy
3178,Hepatitis C, fatigue, yellowish_skin, nausea
3179,Hepatitis D, joint_pain, vomiting, fatigue
3180,Hepatitis E, joint_pain, vomiting, fatigue
3181,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
3182,Tuberculosis, chills, vomiting, fatigue
3183,Common Cold, continuous_sneezing, chills, fatigue
3184,Pneumonia, chills, fatigue, cough
3185,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
3186,Heart attack, vomiting, breathlessness, sweating
3187,Varicose veins, fatigue, cramps, bruising
3188,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
3189,Hyperthyroidism, fatigue, mood_swings, weight_loss
3190,Hypoglycemia, vomiting, fatigue, anxiety
3191,Osteoarthristis, joint_pain, neck_pain, knee_pain
3192,Arthritis, muscle_weakness, stiff_neck, swelling_joints
3193,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
3194,Acne, skin_rash, pus_filled_pimples, blackheads
3195,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
3196,Psoriasis, skin_rash, joint_pain, skin_peeling
3197,Impetigo, skin_rash, high_fever, blister
3198,Fungal infection,itching, skin_rash, nodal_skin_eruptions
3199,Allergy, continuous_sneezing, shivering, chills
3200,GERD, stomach_pain, acidity, ulcers_on_tongue
3201,Chronic cholestasis,itching, vomiting, yellowish_skin
3202,Drug Reaction,itching, skin_rash, stomach_pain
3203,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
3204,AIDS, muscle_wasting, patches_in_throat, high_fever
3205,Diabetes , fatigue, weight_loss, restlessness
3206,Gastroenteritis, vomiting, sunken_eyes, dehydration
3207,Bronchial Asthma, fatigue, cough, high_fever
3208,Hypertension , headache, chest_pain, dizziness
3209,Migraine, acidity, indigestion, headache
3210,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
3211,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
3212,Jaundice,itching, vomiting, fatigue
3213,Malaria, chills, vomiting, high_fever
3214,Chicken pox,itching, skin_rash, fatigue
3215,Dengue, skin_rash, chills, joint_pain
3216,Typhoid, chills, vomiting, fatigue
3217,hepatitis A, joint_pain, vomiting, yellowish_skin
3218,Hepatitis B,itching, fatigue, lethargy
3219,Hepatitis C, fatigue, yellowish_skin, nausea
3220,Hepatitis D, joint_pain, vomiting, fatigue
3221,Hepatitis E, joint_pain, vomiting, fatigue
3222,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
3223,Tuberculosis, chills, vomiting, fatigue
3224,Common Cold, continuous_sneezing, chills, fatigue
3225,Pneumonia, chills, fatigue, cough
3226,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
3227,Heart attack, vomiting, breathlessness, sweating
3228,Varicose veins, fatigue, cramps, bruising
3229,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
3230,Hyperthyroidism, fatigue, mood_swings, weight_loss
3231,Hypoglycemia, vomiting, fatigue, anxiety
3232,Osteoarthristis, joint_pain, neck_pain, knee_pain
3233,Arthritis, muscle_weakness, stiff_neck, swelling_joints
3234,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
3235,Acne, skin_rash, pus_filled_pimples, blackheads
3236,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
3237,Psoriasis, skin_rash, joint_pain, skin_peeling
3238,Impetigo, skin_rash, high_fever, blister
3239,Fungal infection,itching, skin_rash, nodal_skin_eruptions
3240,Allergy, continuous_sneezing, shivering, chills
3241,GERD, stomach_pain, acidity, ulcers_on_tongue
3242,Chronic cholestasis,itching, vomiting, yellowish_skin
3243,Drug Reaction,itching, skin_rash, stomach_pain
3244,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
3245,AIDS, muscle_wasting, patches_in_throat, high_fever
3246,Diabetes , fatigue, weight_loss, restlessness
3247,Gastroenteritis, vomiting, sunken_eyes, dehydration
3248,Bronchial Asthma, fatigue, cough, high_fever
3249,Hypertension , headache, chest_pain, dizziness
3250,Migraine, acidity, indigestion, headache
3251,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
3252,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side
3253,Jaundice,itching, vomiting, fatigue
3254,Malaria, chills, vomiting, high_fever
3255,Chicken pox,itching, skin_rash, fatigue
3256,Dengue, skin_rash, chills, joint_pain
3257,Typhoid, chills, vomiting, fatigue
3258,hepatitis A, joint_pain, vomiting, yellowish_skin
3259,Hepatitis B,itching, fatigue, lethargy
3260,Hepatitis C, fatigue, yellowish_skin, nausea
3261,Hepatitis D, joint_pain, vomiting, fatigue
3262,Hepatitis E, joint_pain, vomiting, fatigue
3263,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain
3264,Tuberculosis, chills, vomiting, fatigue
3265,Common Cold, continuous_sneezing, chills, fatigue
3266,Pneumonia, chills, fatigue, cough
3267,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region
3268,Heart attack, vomiting, breathlessness, sweating
3269,Varicose veins, fatigue, cramps, bruising
3270,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets
3271,Hyperthyroidism, fatigue, mood_swings, weight_loss
3272,Hypoglycemia, vomiting, fatigue, anxiety
3273,Osteoarthristis, joint_pain, neck_pain, knee_pain
3274,Arthritis, muscle_weakness, stiff_neck, swelling_joints
3275,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea
3276,Acne, skin_rash, pus_filled_pimples, blackheads
3277,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine
3278,Psoriasis, skin_rash, joint_pain, skin_peeling
3279,Impetigo, skin_rash, high_fever, blister
3280,Fungal infection,itching, skin_rash, nodal_skin_eruptions
3281,Allergy, continuous_sneezing, shivering, chills
3282,GERD, stomach_pain, acidity, ulcers_on_tongue
3283,Chronic cholestasis,itching, vomiting, yellowish_skin
3284,Drug Reaction,itching, skin_rash, stomach_pain
3285,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite
3286,AIDS, muscle_wasting, patches_in_throat, high_fever
3287,Diabetes , fatigue, weight_loss, restlessness
3288,Gastroenteritis, vomiting, sunken_eyes, dehydration
3289,Bronchial Asthma, fatigue, cough, high_fever
3290,Hypertension , headache, chest_pain, dizziness
3291,Migraine, acidity, indigestion, headache
3292,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain
